Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Date
Lost Sphear,NS,Role-Playing,Square Enix,,0.02,0.02,0,0.04,2018-01-23
Megadimension Neptunia VIIR,PS4,Role-Playing,Idea Factory International,0.01,,0.03,0,0.04,2018-05-08
Shadows Awakening,XOne,Role-Playing,Kalypso Media,0.03,,,0,0.04,2018-09-04
Digimon Story: Cyber Sleuth - Hacker's Memory,PSV,Role-Playing,Namco Bandai Games,,,0.04,,0.04,2018-01-19
Immortal Unchained,PS4,Role-Playing,Sold Out,0.03,,,0.01,0.04,2018-09-07
Valkyria Chronicles 4,XOne,Role-Playing,Sega,0.03,,,0,0.04,2018-09-25
Darkest Dungeon,PS4,Role-Playing,Red Hook Studios,0.02,,0.01,0.01,0.04,2018-04-24
Secret of Mana,PSV,Role-Playing,Square Enix,,,0.04,,0.04,2018-02-15
South Park: The Stick of Truth,PS4,Role-Playing,Ubisoft,0.03,,,0.01,0.03,2018-02-13
Immortal Unchained,XOne,Role-Playing,Sold Out,0.03,,,0,0.03,2018-09-07
Darkest Dungeon,NS,Role-Playing,Merge Games,0.02,0.01,,0,0.03,2018-04-24
Utawarerumono: Chiriyukusha e no Komoriuta,PS4,Role-Playing,Aqua Plus,,,0.03,,0.03,2018-04-26
World of Final Fantasy Maxima,XOne,Role-Playing,Square Enix,0.03,,,0,0.03,2018-11-06
Divinity: Original Sin II,XOne,Role-Playing,Bandai Namco Entertainment,0.03,,,0,0.03,2018-08-31
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,NS,Role-Playing,Tecmo Koei,0.02,,0.01,0,0.03,2018-03-27
Shining Resonance Refrain,XOne,Role-Playing,Sega,0.02,,,0,0.03,2018-07-10
The Lost Child,NS,Role-Playing,NIS America,0.02,,,0,0.03,2018-06-19
The Legend of Heroes: Sen no Kiseki: Kai -Thors Military Academy 1204-,PS4,Role-Playing,Nihon Falcom Corporation,,,0.03,,0.03,2018-03-08
Mary Skelter: Nightmares 2,PS4,Role-Playing,Compile Heart,,,0.03,,0.03,2018-07-12
Zanki Zero: Last Beginning,PSV,Role-Playing,Spike Chunsoft,,,0.02,,0.02,2018-07-05
Lost Sphear,PS4,Role-Playing,Square Enix,,,0.02,,0.02,2018-01-23
Labyrinth of Refrain: Coven of Dusk,NS,Role-Playing,NIS America,0.02,,0.01,0,0.02,2018-09-18
South Park: The Stick of Truth,XOne,Role-Playing,Ubisoft,0.02,,,0,0.02,2018-02-13
Undertale,NS,Role-Playing,8-4,,,0.02,,0.02,2018-09-18
Touhou Genso Wanderer Reloaded,NS,Role-Playing,NIS America,0.01,,0.01,0,0.02,2018-07-17
Valthirian Arc: Hero School Story,PS4,Role-Playing,PQube,0.02,,,0,0.02,2018-09-28
Beyblade Burst: Battle Zero,NS,Role-Playing,FuRyu Corporation,,,0.02,,0.02,2018-10-25
Metal Max Xeno,PSV,Role-Playing,Kadokawa Games,,,0.02,,0.02,2018-04-19
Utawarerumono: Chiriyukusha e no Komoriuta,PSV,Role-Playing,Aqua Plus,,,0.02,,0.02,2018-04-26
Touhou Genso Wanderer Reloaded,PS4,Role-Playing,NIS America,0.01,,,0,0.02,2018-07-17
Fallen Legion: Rise to Glory,NS,Role-Playing,NIS America,0.01,,,0,0.02,2018-05-29
Banner Saga Trilogy,NS,Role-Playing,Gearbox Software,0.01,,,0,0.01,2018-09-21
God Wars: Nihon Shinwa Taisen,PS4,Role-Playing,Kadokawa Games,,,0.01,,0.01,2018-06-14
Atelier: The Alchemist of Arland 1-2-3 DX,PS4,Role-Playing,Koei Tecmo,,,0.01,,0.01,2018-09-20
Moonlighter,PS4,Role-Playing,Merge Games,0.01,,,0,0.01,2018-11-09
Hyperdimension Neptunia Re;Birth1 Plus,PS4,Role-Playing,Compile Heart,,,0.01,,0.01,2018-05-31
Lapis x Labyrinth,PS4,Role-Playing,Nippon Ichi Software,,,0.01,,0.01,2018-11-29
Lapis x Labyrinth,NS,Role-Playing,Nippon Ichi Software,,,0.01,,0.01,2018-11-29
WORKxWORK,NS,Role-Playing,FuRyu Corporation,,,0.01,,0.01,2018-10-04
Atelier: The Alchemist of Arland 1-2-3 DX,NS,Role-Playing,Koei Tecmo,,,0.01,,0.01,2018-09-20
Yuuna and the Haunted Hot Springs: Steam Dungeon,PS4,Role-Playing,FuRyu Corporation,,,0.01,,0.01,2018-11-15
God Wars: Nihon Shinwa Taisen,PSV,Role-Playing,Kadokawa Games,,,0.01,,0.01,2018-06-14
Your Four Knight Princesses Training Story,PSV,Role-Playing,Nippon Ichi Software,,,0.01,,0.01,2018-03-08
.hack//G.U. Last Recode,PC,Role-Playing,Namco Bandai Games,,,,,,2018-01-01
Cyberdimension Neptunia: 4 Goddesses Online,PC,Role-Playing,Idea Factory International,,,,,,2018-02-27
Lost Sphear,PC,Role-Playing,Square Enix,,,,,,2018-01-23
Achievement Lurker: Another one bites the dust,PC,Role-Playing,Unknown,,,,,,2018-03-31
Achievement Lurker: Ballad of the Shimapan Warrior - King of Panties,PC,Role-Playing,Unknown,,,,,,2018-04-24
Achievement Lurker: Easiest Cosmetic Numbers,PC,Role-Playing,Unknown,,,,,,2018-02-25
Achievement Lurker: We Give Up!,PC,Role-Playing,Unknown,,,,,,2018-01-11
Achievement Lurker: You are going to have to work hard for these nuts,PC,Role-Playing,Unknown,,,,,,2018-04-10
Alvastia Chronicles,And,Role-Playing,Kemco,,,,,,2018-05-24
Alvastia Chronicles,iOS,Role-Playing,Kemco,,,,,,2018-06-08
Antiquia Lost,PS4,Role-Playing,Kemco,,,,,,2018-07-31
Asdivine Hearts II,XOne,Role-Playing,Kemco,,,,,,2018-12-21
Asdivine Hearts II,iOS,Role-Playing,Kemco,,,,,,2018-04-06
Asdivine Hearts II,PC,Role-Playing,Kemco,,,,,,2018-12-19
Asdivine Hearts II,And,Role-Playing,Kemco,,,,,,2018-04-06
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,PC,Role-Playing,Tecmo Koei,,,,,,2018-03-27
Banner Saga 3,NS,Role-Playing,Versus Evil,,,,,,2018-07-01
Bit Dungeon Plus,NS,Role-Playing,Dolores Entertainment SL,,,,,,2018-03-08
Child of Light,NS,Role-Playing,Ubisoft,,,,,,2018-10-11
CrossCode,PC,Role-Playing,DECK13 Interactive GmbH,,,,,,2018-09-20
Damascus Gear: Operation Tokyo,NS,Role-Playing,Arc System Works,,,,,,2018-03-01
Darkest Dungeon,XOne,Role-Playing,Red Hook Studios,,,,,,2018-02-28
Desert Child,NS,Role-Playing,Akupara Games,,,,,,2018-12-11
Dragalia Lost,And,Role-Playing,Nintendo,,,,,,2018-09-27
Dragalia Lost,iOS,Role-Playing,Nintendo,,,,,,2018-09-27
Dragon Sinker,NS,Role-Playing,Kemco,,,,,,2018-02-22
Earthlock,NS,Role-Playing,Snowcastle Games,,,,,,2018-03-08
Epic Battle Fantasy 5,PC,Role-Playing,Matt Roszak,,,,,,2018-11-30
Fallout 76,All,Role-Playing,Bethesda Softworks,,,,,,2018-11-14
Fantasy Hero: Unsigned Legacy,NS,Role-Playing,Arc System Works,,,,,,2018-01-25
Fear Effect Sedna,NS,Role-Playing,Square Enix,,,,,,2018-03-06
Final Fantasy XV Multiplayer: Comrades,XOne,Role-Playing,Square Enix,,,,,,2018-12-13
Final Fantasy XV Multiplayer: Comrades,PS4,Role-Playing,Square Enix,,,,,,2018-12-13
Final Fantasy XV Pocket Edition,And,Role-Playing,Square Enix,,,,,,2018-02-08
Final Fantasy XV Pocket Edition,iOS,Role-Playing,Square Enix,,,,,,2018-02-08
Final Fantasy XV Pocket Edition,PC,Role-Playing,Square Enix,,,,,,2018-06-06
Final Fantasy XV Pocket Edition HD,NS,Role-Playing,Square Enix,,,,,,2018-09-13
Final Fantasy XV Pocket Edition HD,XOne,Role-Playing,Square Enix,,,,,,2018-09-06
Final Fantasy XV Pocket Edition HD,PS4,Role-Playing,Square Enix,,,,,,2018-09-06
Hero of the Kingdom III,PC,Role-Playing,Lonely Troops,,,,,,2018-08-30
Hyper Light Drifter - Special Edition,NS,Role-Playing,Abylight,,,,,,2018-09-06
Joe Dever's Lone Wolf,NS,Role-Playing,Forge Reply,,,,,,2018-02-16
Legrand Legacy: Tale of the Fatebounds,PC,Role-Playing,Another Indie,,,,,,2018-01-24
Moonlighter,PC,Role-Playing,11 bit studios,,,,,,2018-05-29
Moonlighter,XOne,Role-Playing,11 bit studios,,,,,,2018-05-29
Mutant Year Zero: Road to Eden Deluxe Edition,NS,Role-Playing,Funcom,,,,,,2018-12-04
NECROMANCER,WiiU,Role-Playing,Konami,,,,,,2018-02-01
NieR: Automata,XOne,Role-Playing,Square Enix,,,,,,2018-06-26
Pillars of Eternity II: Deadfire,NS,Role-Playing,Versus Evil,,,,,,2018-12-30
Reigns: Kings & Queens,NS,Role-Playing,Devolver Digital,,,,,,2018-05-01
Secret of Mana,PC,Role-Playing,Square Enix,,,,,,2018-02-15
SEGA Ages: Phantasy Star,NS,Role-Playing,Sega,,,,,,2018-12-13
Sephirothic Stories,And,Role-Playing,Kemco,,,,,,2018-10-25
Sephirothic Stories,iOS,Role-Playing,Kemco,,,,,,2018-10-25
Shadows Awakening,PC,Role-Playing,Kalypso Media,,,,,,2018-09-04
Shadows: Awakening,PS4,Role-Playing,Kalypso Media,,,,,,2018-09-04
Shining Resonance Refrain,PC,Role-Playing,Sega,,,,,,2018-12-31
South Park: The Stick of Truth,NS,Role-Playing,Ubisoft,,,,,,2018-09-25
The Swords of Ditto: Mormo's Curse,PC,Role-Playing,Devolver Digital,,,,,,2018-04-24
Valthirian Arc: Hero School Story,NS,Role-Playing,PQube,,,,,,2018-10-02
Wanderjahr: Try Again or Walk Away,NS,Role-Playing,"Corecell Technology Co.,Ltd.",,,,,,2018-02-15
World of Final Fantasy Maxima,PS4,Role-Playing,Square Enix,,,,,,2018-11-06
World of Final Fantasy Maxima,NS,Role-Playing,Square Enix,,,,,,2018-11-06
World of Final Fantasy Maxima,PC,Role-Playing,Square Enix,,,,,,2018-11-06
Xuan Yuan Sword: The Gate of Firmament,XOne,Role-Playing,E-Home Entertainment,,,,,,2018-01-24
Ys VIII: Lacrimosa of Dana,PC,Role-Playing,NIS America,,,,,,2018-12-31
Minecraft,NS,Sandbox,Mojang,0.69,0.56,0.52,0.12,1.89,2018-06-21
PixARK,PC,Sandbox,Snail Games USA,,,,,,2018-03-27
Far Cry 5,All,Shooter,Ubisoft,,,,,,2018-03-27
Call of Duty: Black Ops IIII,PS4,Shooter,Activision,4.05,3.28,0.5,1.49,9.32,2018-10-12
Battlefield V,All,Shooter,Electronic Arts,,,,,,2018-11-20
Call of Duty: Black Ops IIII,XOne,Shooter,Activision,3.27,1.12,,0.46,4.85,2018-10-12
Battlefield V,PS4,Shooter,Electronic Arts,0.8,0.93,0.16,0.34,2.22,2018-11-20
Battlefield V,XOne,Shooter,Electronic Arts,1.05,0.35,,0.15,1.55,2018-11-20
Earth Defense Force 5,All,Shooter,D3 Publisher,,,,,,2018-12-11
Fortnite,NS,Shooter,Warner Bros. Interactive Entertainment,0.38,0.24,0.01,0.06,0.69,2018-11-16
Insurgency: Sandstorm,PC,Shooter,Focus Home Interactive,,,,,,2018-12-12
Firewall: Zero Hour,PS4,Shooter,Sony Interactive Entertainment,0.14,0.16,0.02,0.06,0.37,2018-08-29
Destiny 2: Forsaken,PS4,Shooter,Activision,0.19,0.11,,0.06,0.36,2018-09-04
PlayerUnknown's Battlegrounds,PS4,Shooter,Sony Interactive Entertainment,0.13,0.15,,0.05,0.33,2018-12-07
Earth Defense Force 5,PS4,Shooter,D3 Publisher,,,,,,2018-12-11
Bravo Team,PS4,Shooter,Sony Interactive Entertainment,0.12,0.09,0.02,0.04,0.27,2018-03-06
Battle Royale Trainer,PC,Shooter,Trickjump Games Ltd,,,,,,2018-01-04
Call of Duty: Modern Warfare Remastered,PC,Shooter,Activision,,,,,,2018-01-01
Destiny 2: Forsaken,XOne,Shooter,Activision,0.08,0.04,,0.01,0.13,2018-09-04
Call of Duty: Black Ops IIII,PC,Shooter,Activision,0.05,0.07,,0.01,0.13,2018-10-12
Payday 2,NS,Shooter,505 Games,0.08,0.02,,0.01,0.12,2018-02-27
Wolfenstein II: The New Colossus,NS,Shooter,Bethesda Softworks,0.05,0.05,,0.01,0.11,2018-06-29
AXYOS,PC,Shooter,Axyos Games,,,,,,2018-08-01
World War 3,PC,Shooter,The Farm 51,,,,,,2018-10-20
Battlefield V,PC,Shooter,Electronic Arts,,0.09,,0.01,0.1,2018-11-20
Red Faction: Guerrilla Re-Mars-tered,PS4,Shooter,THQ Nordic,0.04,0.04,,0.02,0.09,2018-07-03
Borderlands 2 VR,PS4,Shooter,2K Games,0.07,,,0.02,0.09,2018-12-14
Strange Brigade,PS4,Shooter,Rebellion Developments,0.05,0.03,,0.02,0.09,2018-08-28
Wild Guns Reloaded,NS,Shooter,Natsume,0.06,,,0.01,0.07,2018-04-17
DUSK,PC,Shooter,New Blood Interactive,,,,,,2018-12-18
Strange Brigade,XOne,Shooter,Rebellion Developments,0.04,0.01,,0.01,0.05,2018-08-28
Red Faction: Guerrilla Re-Mars-tered,XOne,Shooter,THQ Nordic,0.04,0.01,,0,0.05,2018-07-03
Black Clover: Quartet Knights,PS4,Shooter,Bandai Namco Entertainment,0.02,,0.01,0,0.04,2018-09-14
Operation Warcade,PS4,Shooter,Perpetual,0.03,,,0.01,0.04,2018-09-04
Hunting Simulator,NS,Shooter,Bigben Interactive,0.02,,,0,0.02,2018-07-10
Destiny 2: Forsaken,PC,Shooter,Activision,,0.02,,0,0.02,2018-09-04
Tempest 4000,XOne,Shooter,Atari,0.01,,,0,0.01,2018-07-27
Big Buck Hunter Arcade,NS,Shooter,GameMill Entertainment,0.01,,,0,0.01,2018-10-16
Tempest 4000,PS4,Shooter,Atari,0.01,,,0,0.01,2018-07-27
Mothergunship,XOne,Shooter,Sold Out,0.01,,,0,0.01,2018-08-24
Mothergunship,PS4,Shooter,Sold Out,0.01,,,0,0.01,2018-08-24
Gungrave VR,PS4,Shooter,Xseed Games,0.01,,,0,0.01,2018-12-11
Brothers in Arms: Furious 4,PS4,Shooter,Ubisoft,,,,,,2018-12-31
Brothers in Arms: Furious 4,XOne,Shooter,Ubisoft,,,,,,2018-12-31
H1Z1,PC,Shooter,Daybreak Games,,,,,,2018-02-28
H1Z1: Battle Royale,PS4,Shooter,Daybreak Games,,,,,,2018-05-22
Space Hulk: Deathwing,XOne,Shooter,Focus Home Interactive,,,,,,2018-12-31
Red Faction: Guerrilla Re-Mars-tered,PC,Shooter,THQ Nordic,,,,,,2018-07-03
ACA NEOGEO AERO FIGHTERS 3,XOne,Shooter,Hamster Corporation,,,,,,2018-03-15
ACA NEOGEO BLAZING STAR,XOne,Shooter,Hamster Corporation,,,,,,2018-02-08
Aperion Cyberstorm,NS,Shooter,aPriori Digital,,,,,,2018-02-08
Arcade Archives: Heroic Episode,NS,Shooter,Hamster Corporation,,,,,,2018-02-22
Blasters of the Universe,PS4,Shooter,Secret Location,,,,,,2018-02-27
ChromaGun,NS,Shooter,Pixel Maniacs,,,,,,2018-01-22
Everspace,PS4,Shooter,Badland Games,,,,,,2018-11-27
Immortal Redneck,XOne,Shooter,CremaGames,,,,,,2018-02-27
Immortal Redneck,NS,Shooter,CremaGames,,,,,,2018-05-10
Immortal Redneck,PS4,Shooter,CremaGames,,,,,,2018-02-27
Masked Forces,WiiU,Shooter,R.G.B. SRL,,,,,,2018-05-31
Omega Strike,PS4,Shooter,Digerati,,,,,,2018-06-12
Paladins,All,Shooter,Hi-Rez Studios,,,,,,2018-05-08
Paladins,NS,Shooter,Hi-Rez Studios,,,,,,2018-06-12
Paladins,PC,Shooter,Hi-Rez Studios,,,,,,2018-05-08
Paranautical Activity,NS,Shooter,Digerati,,,,,,2018-06-28
PlayerUnknown's Battlegrounds Mobile,iOS,Shooter,Tencent Games,,,,,,2018-03-19
PlayerUnknown's Battlegrounds Mobile,And,Shooter,Tencent Games,,,,,,2018-03-19
Project Warlock,PC,Shooter,Crunching Koalas,,,,,,2018-10-18
R-Type Dimensions EX,PC,Shooter,Tozai Games,,,,,,2018-11-28
R-Type Dimensions EX,NS,Shooter,Tozai Games,,,,,,2018-11-28
R-Type Dimensions EX,PS4,Shooter,Tozai Games,,,,,,2018-12-19
RTO 2,WiiU,Shooter,nuGAME,,,,,,2018-03-01
Scintillatron 4096,PSV,Shooter,kFunction Ltd,,,,,,2018-12-18
Seeking Dawn,PC,Shooter,Multiverse,,,,,,2018-07-12
Sky Force Anniversary,NS,Shooter,Infinite Dreams Inc.,,,,,,2018-11-08
Sky Force Reloaded,NS,Shooter,Infinite Dreams Inc.,,,,,,2018-02-01
Strange Brigade,PC,Shooter,Rebellion Developments,,,,,,2018-08-28
Super Destronaut DX,PSV,Shooter,Ratalaika Games,,,,,,2018-07-17
Super Destronaut DX,PS4,Shooter,Ratalaika Games,,,,,,2018-07-17
Super Destronaut DX,PC,Shooter,Ratalaika Games,,,,,,2018-07-13
Super Destronaut DX,NS,Shooter,Ratalaika Games,,,,,,2018-07-13
Super Destronaut DX,XOne,Shooter,Ratalaika Games,,,,,,2018-07-11
The Forest,Series,Simulation,Endnight Games Ltd,,,,,,2018-04-30
Jurassic World Evolution,All,Simulation,Frontier Developments,,,,,,2018-06-12
Farming Simulator 19,All,Simulation,Focus Home Interactive,,,,,,2018-11-19
Football Manager 2019,All,Simulation,Sega,,,,,,2018-11-02
Two Point Hospital,PC,Simulation,Sega,,,,,,2018-08-30
Farming Simulator 19,PC,Simulation,Focus Home Interactive,,0.55,,0.03,0.58,2018-11-20
Jurassic World Evolution,PC,Simulation,Frontier Developments,,,,,,2018-07-03
Jurassic World Evolution,PS4,Simulation,Frontier Developments,0.14,0.25,,0.08,0.47,2018-07-03
Farming Simulator 19,PS4,Simulation,Focus Home Interactive,0.13,0.26,,0.07,0.47,2018-11-20
Farming Simulator 19,XOne,Simulation,Focus Home Interactive,0.19,0.09,,0.03,0.32,2018-11-20
Overcooked! 2,NS,Simulation,Sold Out,0.17,0.09,0.01,0.03,0.29,2018-08-07
Jurassic World Evolution,XOne,Simulation,Frontier Developments,0.15,0.09,,0.02,0.26,2018-07-03
Harvest Moon: Light of Hope,NS,Simulation,Natsume,0.12,0.03,,0.02,0.17,2018-05-29
Overcooked! 2,PS4,Simulation,Sold Out,0.07,0.06,,0.03,0.16,2018-08-07
Little Dragons Café,NS,Simulation,Aksys Games,0.09,,0.02,0.01,0.13,2018-08-24
Super Seducer,Series,Simulation,RLR Training Inc,,,,,,2018-03-06
Farm Together,PC,Simulation,Milkstone Studios,,,,,,2018-10-11
Staxel,PC,Simulation,Humble Bundle,,,,,,2018-01-23
Overcooked Special Edition,NS,Simulation,Team 17,0.08,0.01,,0.01,0.11,2018-02-13
Football Manager 2019,PC,Simulation,Sega,,0.1,,0.01,0.11,2018-11-02
Slime Rancher,PS4,Simulation,Skybound Games,0.08,,,0.02,0.1,2018-09-04
Monster Prom,PC,Simulation,Those Awesome Guys,,,,,,2018-04-27
Zone of the Enders: The 2nd Runner MARS,PS4,Simulation,Konami,0.05,0.01,0.03,0.01,0.1,2018-09-04
Slime Rancher,XOne,Simulation,Skybound Games,0.08,,,0.01,0.1,2018-09-04
Train Sim World,PS4,Simulation,Maximum Games,0.05,0.03,,0.02,0.09,2018-07-24
Overcooked! 2,XOne,Simulation,Sold Out,0.07,0,,0.01,0.08,2018-08-07
Rick & Morty Virtual Rick-Ality,PS4,Simulation,Nighthawk Interactive,0.06,,,0.01,0.08,2018-04-24
Harvest Moon: Light of Hope,PS4,Simulation,Natsume,0.06,,,0.01,0.07,2018-05-29
Bass Pro Shops: The Strike - Championship Edition,NS,Simulation,Planet Entertainment,0.06,,,0.01,0.07,2018-11-09
Cabela's The Hunt: Championship Edition Bundle,NS,Simulation,Planet Entertainment,0.06,,,0.01,0.07,2018-11-09
The Sims 4: Get Famous,PC,Simulation,Electronic Arts,,0.06,,0,0.06,2018-11-16
The Sims 4 Seasons,PC,Simulation,Electronic Arts,,0.05,,0,0.05,2018-06-22
The Long Dark,XOne,Simulation,Skybound Games,0.05,,,0.01,0.05,2018-09-04
The Long Dark,PS4,Simulation,Skybound Games,0.04,,,0.01,0.05,2018-09-04
Little Dragons Café,PS4,Simulation,Aksys Games,0.03,,0.01,0.01,0.05,2018-08-24
My Riding Stables: Life with Horses,NS,Simulation,TREVA Entertainment,0.04,,,0.01,0.05,2018-11-13
Fishing Sim World,PS4,Simulation,Dovetail Games,0.04,,,0.01,0.05,2018-09-18
Surviving Mars,XOne,Simulation,Maximum Games,0.04,,,0.01,0.05,2018-03-15
Fishing Sim World,XOne,Simulation,Dovetail Games,0.04,,,0.01,0.05,2018-09-18
The Settlers History Collection,PC,Simulation,Ubisoft,,0.04,,0,0.04,2018-11-15
Pure Farming 2018,PS4,Simulation,Techland,0.02,0.01,,0.01,0.04,2018-03-13
My Riding Stables: Life with Horses,PS4,Simulation,TREVA Entertainment,0.03,,,0.01,0.04,2018-11-13
Surviving Mars,PS4,Simulation,Maximum Games,0.03,,,0.01,0.04,2018-03-15
Railway Empire,XOne,Simulation,Kalypso Media,0.03,,,0,0.03,2018-01-30
Pure Farming 2018,XOne,Simulation,Techland,0.03,,,0,0.03,2018-03-13
Railway Empire,PS4,Simulation,Kalypso Media,0.02,,0,0.01,0.03,2018-01-30
Train Sim World,XOne,Simulation,Maximum Games,0.03,,,0,0.03,2018-07-24
Bridge Constructor Portal,PS4,Simulation,Nighthawk Interactive,0.02,,,0.01,0.03,2018-08-28
Air Missions: Hind,PS4,Simulation,Soedesco,0.02,,,0,0.03,2018-10-09
Cats Together,NS,Simulation,Bandai Namco Games,,,0.02,,0.02,2018-11-01
Cats Together,3DS,Simulation,Bandai Namco Games,,,0.02,,0.02,2018-11-21
Gal Gun 2,NS,Simulation,PQube,0.01,,0.01,0,0.02,2018-04-24
Project Highrise: Architect's Edition,PS4,Simulation,Kalypso Media,0.01,,,0,0.02,2018-11-13
Project Highrise: Architect's Edition,NS,Simulation,Kalypso Media,0.01,,,0,0.02,2018-11-13
Tour de France 2018,PS4,Simulation,Focus Home Interactive,,0.01,,0,0.02,2018-06-28
Rapala Fishing Pro Series,NS,Simulation,GameMill Entertainment,0.01,,,0,0.02,2018-10-16
Project Highrise: Architect's Edition,XOne,Simulation,Kalypso Media,0.01,,,0,0.01,2018-11-13
Gal Gun 2,PS4,Simulation,PQube,,,0.01,,0.01,2018-04-24
Neo Atlas 1469,NS,Simulation,Studio Artdink,,,0.01,,0.01,2018-04-19
Happy Manager: Shiawase Zhuang no Kanrinin San,PS4,Simulation,D3 Publisher,,,0.01,,0.01,2018-01-11
Pure Farming 2018,PC,Simulation,Techland,,0,,0,0,2018-03-13
Railway Empire,PC,Simulation,Kalypso Media,,0,,0,0,2018-01-30
Pro Cycling Manager 2018,PC,Simulation,Focus Home Interactive,,0,,0,0,2018-06-28
Fallout Shelter,NS,Simulation,Bethesda Softworks,,,,,,2018-06-10
Akogare Girls Collection: Wan Nyan Doubutsu Byouin Pet no Oisha-san ni Narou!,3DS,Simulation,Nippon Columbia,,,,,,2018-03-15
Amorous,PC,Simulation,Snaggletooth Studios,,,,,,2018-04-13
Bomber Crew,XOne,Simulation,Curve Digital,,,,,,2018-07-10
Bridge Constructor Portal,NS,Simulation,Headup Games,,,,,,2018-02-28
Catch & Release,PC,Simulation,Advanced Interactive Gaming Ltd.,,,,,,2018-06-07
Catch & Release,PS4,Simulation,metricminds GmbH & Co. KG,,,,,,2018-08-28
Cities: Skylines,NS,Simulation,Paradox Interactive,,,,,,2018-09-14
"Cook, Serve, Delicious! 2!!",PS4,Simulation,Vertigo Gaming Inc.,,,,,,2018-12-18
Cultist Simulator,PC,Simulation,Humble Bundle,,,,,,2018-05-31
Farm Expert 2018,NS,Simulation,SimFabric,,,,,,2018-03-30
Fishing Sim World,PC,Simulation,Dovetail Games,,,,,,2018-09-18
Franchise Hockey Manager 5,PC,Simulation,Out of the Park Developments,,,,,,2018-10-05
Island Flight Simulator,NS,Simulation,Libredia Entertainment,,,,,,2018-02-01
Need a Packet?,PC,Simulation,Marginal act,,,,,,2018-08-20
Oh...Sir! The Hollywood Roast,NS,Simulation,Gambitious,,,,,,2018-01-18
Oh...Sir! The Insult Simulator,NS,Simulation,Gambitious,,,,,,2018-01-18
Pro Basketball Manager 2019,PC,Simulation,Nacon,,,,,,2018-11-21
Pro Fishing Simulator,PC,Simulation,Bigben Interactive,,,,,,2018-11-29
Realpolitiks,NS,Simulation,Jujubee S.A.,,,,,,2018-08-30
RollerCoaster Tycoon Adventures,NS,Simulation,Atari,,,,,,2018-12-13
Skies of Fury DX,NS,Simulation,Illumination Games,,,,,,2018-04-12
Sparkle 3 Genesis,NS,Simulation,Forever Entertainment S.A.,,,,,,2018-03-15
Stardew Valley,iOS,Simulation,Chucklefish,,,,,,2018-10-24
Stardew Valley,PSV,Simulation,Chucklefish,,,,,,2018-05-22
Surviving Mars,All,Simulation,Paradox Interactive,,,,,,2018-03-15
Surviving Mars,PC,Simulation,Paradox Interactive,,,,,,2018-03-15
The Trail: Frontier Challenge,NS,Simulation,Kongregate,,,,,,2018-03-08
Tour de France 2018,XOne,Simulation,Focus Home Interactive,,,,,,2018-06-28
Zone of the Enders: The 2nd Runner MARS,PC,Simulation,Konami,,,,,,2018-09-06
Zoo Tycoon: Ultimate Animal Collection,PC,Simulation,THQ Nordic,,,,,,2018-09-14
FIFA 19,All,Sports,EA Sports,,,,,,2018-09-28
NBA 2K19,All,Sports,2K Sports,,,,,,2018-09-11
FIFA 19,PS4,Sports,Electronic Arts,0.84,6.87,0.1,1.34,9.15,2018-09-28
Mario Tennis Aces,NS,Sports,Nintendo,,,,,,2018-06-22
NBA 2K19,PS4,Sports,2K Sports,1.69,0.44,0.03,0.47,2.63,2018-09-11
FIFA 19,XOne,Sports,Electronic Arts,0.56,1.5,,0.16,2.22,2018-09-28
Madden NFL 19,PS4,Sports,EA Sports,1.63,0.18,,0.41,2.21,2018-08-10
NBA 2K19,XOne,Sports,2K Sports,1.47,0.08,,0.18,1.74,2018-09-11
Madden NFL 19,XOne,Sports,EA Sports,1.33,0.02,,0.16,1.51,2018-08-10
MLB The Show 18,PS4,Sports,Sony Interactive Entertainment,0.86,,,0.2,1.06,2018-03-27
EA Sports UFC 3,PS4,Sports,EA Sports,0.4,0.41,0.01,0.16,0.97,2018-02-02
FIFA 19,NS,Sports,Electronic Arts,0.18,0.47,0.06,0.05,0.75,2018-09-28
Tennis World Tour,All,Sports,Bigben Interactive,,,,,,2018-05-22
Pro Evolution Soccer 2019,PS4,Sports,Konami,0.06,0.23,0.15,0.05,0.5,2018-08-28
EA Sports UFC 3,XOne,Sports,EA Sports,0.3,0.1,,0.04,0.44,2018-02-02
NHL 19,PS4,Sports,EA Sports,0.26,0.09,,0.08,0.43,2018-09-14
Rocket League,NS,Sports,505 Games,0.21,0.16,,0.03,0.4,2018-01-16
NBA 2K19,NS,Sports,2K Sports,0.24,0.02,0.01,0.03,0.3,2018-09-11
NHL 19,XOne,Sports,EA Sports,0.26,,,0.03,0.29,2018-09-14
Jikkyou Powerful Pro Baseball 2018,PS4,Sports,Konami,,,0.26,,0.26,2018-04-26
NBA Live 19,PS4,Sports,Electronic Arts,0.15,,,0.04,0.19,2018-09-07
Creed: Rise to Glory,PS4,Sports,Sony Interactive Entertainment,0.15,,,0.04,0.19,2018-09-25
Sports Party,NS,Sports,Ubisoft,0.06,0.1,,0.01,0.17,2018-10-30
NBA Live 19,XOne,Sports,Electronic Arts,0.13,,,0.02,0.15,2018-09-07
